opportunity_id,sales_agent_id,product_id,account_id,deal_stage,engage_date,close_date,close_value
LORMJLTE,3,5,44,Engaging,2017-07-19,,
HIVUC1C4,3,2,,Engaging,2017-07-19,,
WWOCI25Z,3,4,38,Lost,2017-07-19,2017-07-30,0.0
1UFFP5T3,3,3,8,Lost,2017-07-19,2017-08-02,0.0
ALMZ6ZUI,3,0,27,Won,2017-07-19,2017-07-29,537.0
B4UIGJRX,3,5,18,Won,2017-07-19,2017-07-30,1089.0
ZCAEQT06,3,3,10,Won,2017-07-19,2017-07-27,3352.0
XBO6IN0E,26,1,57,Lost,2017-07-19,2017-11-01,0.0
U1SBKB0U,26,0,63,Won,2017-07-19,2017-07-23,535.0
E3XLWCWX,6,4,51,Engaging,2017-07-19,,
7LD79NYD,6,3,,Engaging,2017-07-19,,
8S7IAR2D,6,0,56,Won,2017-07-19,2017-09-25,571.0
RWQKOD1W,33,3,9,Won,2017-07-19,2017-09-29,3535.0
BKOWQMMV,4,0,,Engaging,2017-07-19,,
6TOOTFQV,4,3,3,Won,2017-07-19,2017-07-27,3985.0
2WDSO6PG,8,0,34,Engaging,2017-07-19,,
I776MNA8,13,3,47,Won,2017-07-19,2017-07-21,3568.0
IQFDPIND,2,0,,Engaging,2017-07-19,,
VG17J29L,2,2,3,Lost,2017-07-19,2017-07-29,0.0
F7R8ICT8,2,2,24,Won,2017-07-19,2017-07-27,65.0
KULR6FMD,2,2,24,Won,2017-07-19,2017-07-25,47.0
JHCA115A,23,1,32,Engaging,2017-07-19,,
DMG5EOFC,11,3,46,Engaging,2017-07-19,,
ZGFB0IF1,0,5,,Engaging,2017-07-20,,
LD4F6QTP,0,4,33,Engaging,2017-07-20,,
1FEHFRKX,0,4,45,Engaging,2017-07-20,,
DNBR1VHP,0,2,62,Engaging,2017-07-20,,
1R2CLEGQ,0,2,,Engaging,2017-07-20,,
KOG75BRP,0,5,58,Lost,2017-07-20,2017-11-11,0.0
SV3T5L5N,0,5,58,Won,2017-07-20,2017-07-21,1160.0
THRXY3SV,0,4,65,Won,2017-07-20,2017-08-23,5847.0
9BFHDZOK,21,3,41,Lost,2017-07-20,2017-07-30,0.0
IHOU09D6,21,5,79,Won,2017-07-20,2017-09-20,1029.0
BJWS06GX,12,4,51,Lost,2017-07-20,2017-07-21,0.0
4IVW7F68,12,1,17,Lost,2017-07-20,2017-07-31,0.0
NSO0UHK1,17,5,,Engaging,2017-07-20,,
ROSYV895,17,3,43,Lost,2017-07-20,2017-11-09,0.0
LHBWJAD3,9,5,,Engaging,2017-07-20,,
KRWKDPWW,9,5,,Engaging,2017-07-20,,
6V7FT2YU,9,1,,Engaging,2017-07-20,,
3V7Q3G52,9,1,24,Lost,2017-07-20,2017-07-28,0.0
4U3OSLNM,9,1,29,Lost,2017-07-20,2017-07-28,0.0
LX4D50OF,9,1,56,Lost,2017-07-20,2017-08-04,0.0
CWBHL1S7,9,1,65,Lost,2017-07-20,2017-07-28,0.0
FCBBJJIJ,9,3,3,Lost,2017-07-20,2017-07-23,0.0
1D1L6FJX,9,1,72,Won,2017-07-20,2017-08-17,5058.0
L2P99XIG,19,5,26,Lost,2017-07-20,2017-09-21,0.0
DEN2BPRR,19,1,62,Lost,2017-07-20,2017-09-27,0.0
1QGOH13Z,19,1,80,Lost,2017-07-20,2017-07-28,0.0
PCTOIQZA,7,3,56,Won,2017-07-20,2017-11-14,3552.0
OI3UIKVF,25,5,44,Engaging,2017-07-20,,
8AK1G9IT,25,4,41,Won,2017-07-20,2017-11-08,5526.0
GY10EROJ,5,0,9,Engaging,2017-07-20,,
90G292UY,5,0,,Engaging,2017-07-20,,
JDHHDOX8,5,0,,Engaging,2017-07-20,,
KTWP0SMT,5,0,,Engaging,2017-07-20,,
29W6WPLA,5,5,26,Engaging,2017-07-20,,
CDVDL9I5,5,5,,Engaging,2017-07-20,,
PJ75Q8VM,5,1,,Engaging,2017-07-20,,
0NSRB3EO,5,2,,Engaging,2017-07-20,,
TDJ3N8EJ,31,3,42,Engaging,2017-07-20,,
AEMGFUYH,30,1,53,Won,2017-07-20,2017-07-26,4428.0
7439NGIG,6,1,68,Engaging,2017-07-20,,
6GLF0PU0,33,0,63,Won,2017-07-20,2017-07-27,523.0
3JW6CZ7K,4,0,,Engaging,2017-07-20,,
F3EOBN5A,4,4,27,Engaging,2017-07-20,,
AERVH1AC,8,5,,Engaging,2017-07-20,,
BBOWBQA6,8,4,5,Engaging,2017-07-20,,
908W84Y6,20,5,48,Lost,2017-07-20,2017-07-22,0.0
48CVYAIE,20,4,55,Lost,2017-07-20,2017-07-30,0.0
ULY6LFT1,13,1,48,Won,2017-07-20,2017-07-31,5392.0
IYDR200I,23,0,23,Lost,2017-07-20,2017-07-27,0.0
2QHB4SYK,11,2,81,Won,2017-07-20,2017-07-28,55.0
GEQ7KT9J,15,5,55,Engaging,2017-07-20,,
S50ETCN7,0,5,,Engaging,2017-07-21,,
0KRVN3V5,0,3,34,Engaging,2017-07-21,,
JNDSA5B4,0,0,72,Lost,2017-07-21,2017-11-06,0.0
L3DT2WVO,21,1,26,Won,2017-07-21,2017-11-20,4197.0
OCMCRBJR,21,3,48,Won,2017-07-21,2017-09-18,3830.0
II0SKLFO,18,0,19,Won,2017-07-21,2017-07-30,494.0
UJ58VMZT,1,5,,Engaging,2017-07-21,,
E8GD44YC,1,5,,Engaging,2017-07-21,,
A3T91VUM,1,2,,Engaging,2017-07-21,,
LIYJSU0E,17,4,43,Won,2017-07-21,2017-07-22,5118.0
S6YZO6UQ,9,1,,Engaging,2017-07-21,,
PI45UJKA,9,1,,Engaging,2017-07-21,,
T9QD8U1Y,9,2,1,Engaging,2017-07-21,,
WLDFQR7Z,9,3,7,Engaging,2017-07-21,,
PNISVWNN,9,3,60,Engaging,2017-07-21,,
SEDTNUD7,9,5,71,Won,2017-07-21,2017-07-28,1000.0
9UO306XU,9,1,12,Won,2017-07-21,2017-07-26,5347.0
GN16L9RW,19,0,25,Lost,2017-07-21,2017-07-22,0.0
GVRA1VJJ,19,0,68,Lost,2017-07-21,2017-07-29,0.0
TBXMDI2Q,19,4,55,Won,2017-07-21,2017-08-23,5340.0
0HVUV9OY,7,0,,Engaging,2017-07-21,,
GVJFKHNL,7,2,62,Engaging,2017-07-21,,
COSC7XVA,7,3,,Engaging,2017-07-21,,
L6CE1E4L,7,0,67,Lost,2017-07-21,2017-11-17,0.0
RNCYPVJO,7,3,65,Won,2017-07-21,2017-07-31,2970.0
9UTOQBAH,29,1,57,Lost,2017-07-21,2017-07-28,0.0
WARBRUXU,5,0,65,Engaging,2017-07-21,,
02K37JAK,5,5,,Engaging,2017-07-21,,
6F5TIV66,5,5,,Engaging,2017-07-21,,
HTEAOHFO,31,0,,Engaging,2017-07-21,,
PAUXUGK3,30,5,64,Won,2017-07-21,2017-07-30,997.0
VJ9K12PY,3,2,,Engaging,2017-07-21,,
HWY9HTK2,3,5,24,Lost,2017-07-21,2017-07-29,0.0
983QHALZ,3,3,65,Lost,2017-07-21,2017-07-30,0.0
MV7I9RKH,6,5,72,Engaging,2017-07-21,,
CBQRKYZP,6,4,62,Engaging,2017-07-21,,
ETLF2H4K,33,5,,Engaging,2017-07-21,,
XVB2CGL6,33,1,,Engaging,2017-07-21,,
GE4QGOCI,4,2,,Engaging,2017-07-21,,
P5B6BZWO,4,0,22,Won,2017-07-21,2017-07-30,526.0
F7ZPP0C4,8,4,10,Lost,2017-07-21,2017-07-28,0.0
N0UCNVKJ,8,0,18,Won,2017-07-21,2017-07-30,418.0
5OAWTEIU,8,2,67,Won,2017-07-21,2017-07-28,54.0
55NG8O95,24,0,33,Won,2017-07-21,2017-09-07,622.0
DL3Q5HAD,13,4,73,Won,2017-07-21,2017-08-23,4930.0
3YDXZ4FA,2,4,,Engaging,2017-07-21,,
EUBMHJGQ,2,2,35,Engaging,2017-07-21,,
0T9EBKZL,2,2,61,Won,2017-07-21,2017-07-28,51.0
6KOHYTT4,2,3,2,Won,2017-07-21,2017-07-30,3167.0
3L8ECZK8,2,3,28,Won,2017-07-21,2017-09-27,3038.0
R69OYH4Z,23,1,73,Engaging,2017-07-21,,
S0Z4QVL2,23,1,,Engaging,2017-07-21,,
JAH8NGC2,23,3,76,Won,2017-07-21,2017-09-24,2851.0
I9SPENCQ,11,5,9,Engaging,2017-07-21,,
REAFB3C3,32,0,,Engaging,2017-07-21,,
0Z8ZAS2M,32,0,,Engaging,2017-07-21,,
VRCYXSP1,32,0,,Engaging,2017-07-21,,
93818DZF,32,0,13,Lost,2017-07-21,2017-11-18,0.0
7B3DXNZL,32,1,16,Won,2017-07-21,2017-07-22,5283.0
DZAFN4I1,32,2,16,Won,2017-07-21,2017-07-23,49.0
QRR70537,0,0,,Engaging,2017-07-22,,
T4AW06MM,0,4,,Engaging,2017-07-22,,
FEFNNXH1,0,2,63,Engaging,2017-07-22,,
3DATPTEH,0,2,,Engaging,2017-07-22,,
FT5U6NIG,0,2,,Engaging,2017-07-22,,
RQF6II3D,0,2,,Engaging,2017-07-22,,
E9J482PX,0,3,,Engaging,2017-07-22,,
RZYCBSQN,0,5,11,Lost,2017-07-22,2017-07-29,0.0
84BIAFGY,0,3,66,Lost,2017-07-22,2017-11-03,0.0
YQACOZV4,18,5,77,Lost,2017-07-22,2017-09-12,0.0
DNIX6FCG,18,2,26,Lost,2017-07-22,2017-07-27,0.0
6U7RD3TG,18,3,36,Won,2017-07-22,2017-07-23,3684.0
610D6711,18,3,62,Won,2017-07-22,2017-11-23,2986.0
8QDSXHQ8,1,0,,Engaging,2017-07-22,,
5DQZSOBE,1,5,,Engaging,2017-07-22,,
OT5G3M9A,1,3,72,Engaging,2017-07-22,,
3Z5NBGAT,1,2,65,Won,2017-07-22,2017-07-23,50.0
WNRDPS5I,12,1,19,Lost,2017-07-22,2017-08-02,0.0
ZUSDWKSM,12,1,25,Lost,2017-07-22,2017-07-29,0.0
TQQDICC6,9,0,,Engaging,2017-07-22,,
P66UXGPS,9,5,,Engaging,2017-07-22,,
FY5MBCWQ,9,1,,Engaging,2017-07-22,,
UAX2OR58,9,2,,Engaging,2017-07-22,,
NK1TQTYO,9,1,67,Lost,2017-07-22,2017-07-24,0.0
676KO0LG,9,5,29,Won,2017-07-22,2017-07-29,927.0
D6PFP040,9,1,14,Won,2017-07-22,2017-09-05,5113.0
MHMD41XY,27,2,5,Won,2017-07-22,2017-07-23,51.0
YBY3PA1S,7,0,,Engaging,2017-07-22,,
751V8OFM,7,5,24,Engaging,2017-07-22,,
33BMGHPN,7,2,52,Engaging,2017-07-22,,
XNHTLVT1,7,2,,Engaging,2017-07-22,,
8TFYRWZ6,7,3,48,Engaging,2017-07-22,,
LRLER1XS,25,2,23,Won,2017-07-22,2017-09-14,64.0
E26Z10W7,29,2,,Engaging,2017-07-22,,
ZTQD4PLQ,5,5,,Engaging,2017-07-22,,
4RWE00T8,5,0,59,Lost,2017-07-22,2017-11-05,0.0
P3XN6SXX,5,5,15,Lost,2017-07-22,2017-07-24,0.0
L65X2CDL,5,1,35,Lost,2017-07-22,2017-11-12,0.0
12HRYJQH,30,0,43,Won,2017-07-22,2017-07-23,442.0
2CZUU9E0,3,0,,Engaging,2017-07-22,,
I2ESAAIK,3,5,,Engaging,2017-07-22,,
IMLG35AP,3,4,,Engaging,2017-07-22,,
0T2CY70E,3,3,,Engaging,2017-07-22,,
5ZA8MURX,26,1,20,Lost,2017-07-22,2017-07-30,0.0
Y7AC2LSL,26,3,5,Won,2017-07-22,2017-09-30,3015.0
ME2X1TEG,6,3,8,Lost,2017-07-22,2017-07-24,0.0
30KP0JMN,33,4,76,Lost,2017-07-22,2017-07-23,0.0
AWCGYWTE,4,2,42,Engaging,2017-07-22,,
UJTU7DUB,4,2,,Engaging,2017-07-22,,
JOLNKYNH,4,3,,Engaging,2017-07-22,,
TV2M081C,4,3,,Engaging,2017-07-22,,
SJGOQMLT,4,3,,Engaging,2017-07-22,,
BG156UAV,4,3,11,Lost,2017-07-22,2017-07-23,0.0
S7T5AHQH,4,5,65,Won,2017-07-22,2017-07-23,1174.0
48UPZJ45,8,3,56,Won,2017-07-22,2017-09-28,3696.0
T0SO96YG,20,0,48,Lost,2017-07-22,2017-07-30,0.0
YCQABCDI,20,3,1,Won,2017-07-22,2017-11-03,3252.0
MM79TSUR,2,2,,Engaging,2017-07-22,,
INLVV78V,2,2,,Engaging,2017-07-22,,
4JTH72JR,2,2,,Engaging,2017-07-22,,
TTKPNDTP,2,3,,Engaging,2017-07-22,,
8JZ4R9BW,2,2,27,Lost,2017-07-22,2017-11-04,0.0
PTFOEUO4,2,2,28,Lost,2017-07-22,2017-07-23,0.0
ZCCBTBIQ,23,1,16,Lost,2017-07-22,2017-07-23,0.0
1TJ6WP5R,23,2,35,Won,2017-07-22,2017-09-23,65.0
QELHQ898,32,5,66,Engaging,2017-07-22,,
J732416R,0,2,,Engaging,2017-07-23,,
IAUXJ05J,0,2,,Engaging,2017-07-23,,
G7H64S20,0,3,,Engaging,2017-07-23,,
9Q7NSPTF,18,4,,Engaging,2017-07-23,,
WHF75273,18,5,79,Won,2017-07-23,2017-09-05,904.0
AH58AQ3B,1,0,71,Won,2017-07-23,2017-07-24,541.0
292W4P09,12,0,42,Won,2017-07-23,2017-07-25,630.0
MG0LTCCE,17,5,77,Won,2017-07-23,2017-07-30,1231.0
ZRCQXB38,9,0,,Engaging,2017-07-23,,
EJJCUJ3P,9,5,,Engaging,2017-07-23,,
ODFL6HOF,9,5,,Engaging,2017-07-23,,
Q1HNDPKW,9,1,,Engaging,2017-07-23,,
ANNUH4KM,9,0,15,Won,2017-07-23,2017-11-20,556.0
L3V8UK9H,9,5,65,Won,2017-07-23,2017-07-31,1070.0
2CRE26AC,27,2,50,Won,2017-07-23,2017-07-25,57.0
6GG9CSTV,7,2,,Engaging,2017-07-23,,
5WSQ6D2E,7,2,,Engaging,2017-07-23,,
3J1LNCA4,25,5,34,Lost,2017-07-23,2017-07-31,0.0
4PDYHVX1,29,4,40,Won,2017-07-23,2017-07-25,4824.0
BICJY3FZ,5,4,67,Won,2017-07-23,2017-11-19,6049.0
4P12PLQA,31,2,16,Won,2017-07-23,2017-07-28,58.0
4942W0E7,31,3,43,Won,2017-07-23,2017-08-20,3335.0
TGTJ0NBT,30,5,16,Lost,2017-07-23,2017-07-30,0.0
K6MTPSB5,3,0,,Engaging,2017-07-23,,
D2QPN9LN,3,0,,Engaging,2017-07-23,,
021Z2J9L,26,6,59,Engaging,2017-07-23,,
W8W6N0LL,26,1,41,Lost,2017-07-23,2017-11-07,0.0
SEF4LOIS,6,5,18,Lost,2017-07-23,2017-07-25,0.0
BNIU5YZ2,6,5,71,Won,2017-07-23,2017-08-07,1006.0
CPK36NED,6,3,67,Won,2017-07-23,2017-08-02,3367.0
VYWQ3U5S,33,0,23,Lost,2017-07-23,2017-11-10,0.0
HDWQM6JT,33,5,64,Lost,2017-07-23,2017-07-28,0.0
EYBMEX1Z,4,0,,Engaging,2017-07-23,,
T0MUE2H7,4,2,66,Lost,2017-07-23,2017-08-06,0.0
G1M1KVHU,8,5,77,Engaging,2017-07-23,,
LXS3Z82E,8,3,,Engaging,2017-07-23,,
ZDRRL61D,8,5,8,Lost,2017-07-23,2017-07-25,0.0
YRWX35AS,20,1,51,Lost,2017-07-23,2017-07-31,0.0
YT5I3AUS,20,0,77,Won,2017-07-23,2017-07-31,494.0
IS8Z2CQA,20,1,51,Won,2017-07-23,2017-07-30,4434.0
S3LATQVJ,2,5,42,Engaging,2017-07-23,,
P3Z2LYCL,2,2,,Engaging,2017-07-23,,
LPR6G7AE,2,2,72,Lost,2017-07-23,2017-07-28,0.0
CJAQVPDP,2,3,84,Lost,2017-07-23,2017-09-05,0.0
757V8R2Z,11,2,36,Won,2017-07-23,2017-09-01,54.0
7KUYF1U3,11,2,41,Won,2017-07-23,2017-08-06,48.0
7QE84GCH,11,3,19,Won,2017-07-23,2017-09-12,2855.0
1WA46LC9,15,0,42,Won,2017-07-23,2017-07-30,538.0
MIGDLH14,32,0,,Engaging,2017-07-23,,
L9CJZZ59,32,4,40,Lost,2017-07-23,2017-09-29,0.0
7FZ9CBZ3,0,4,60,Engaging,2017-07-24,,
513PSPBN,0,4,,Engaging,2017-07-24,,
JWUWBI4D,0,4,24,Lost,2017-07-24,2017-09-03,0.0
11LIZUQE,18,3,,Engaging,2017-07-24,,
GHB3UIDV,12,0,83,Won,2017-07-24,2017-07-26,458.0
0TC6I9SJ,9,1,18,Engaging,2017-07-24,,
WGFTBY3W,9,1,,Engaging,2017-07-24,,
NCCB118E,9,1,,Engaging,2017-07-24,,
WSQHC199,9,2,,Engaging,2017-07-24,,
VV6T07G4,9,3,,Engaging,2017-07-24,,
23R03LTJ,9,5,75,Won,2017-07-24,2017-08-07,996.0
AHUTOSMS,9,1,27,Won,2017-07-24,2017-07-31,4772.0
2T3QDLXY,19,1,36,Won,2017-07-24,2017-07-26,4490.0
J5DVK5F3,19,3,26,Won,2017-07-24,2017-11-02,3260.0
M3PCMYJ0,27,0,16,Won,2017-07-24,2017-08-06,584.0
H5RRJOD9,27,3,41,Won,2017-07-24,2017-07-30,3371.0
7OZ7L8BB,7,0,,Engaging,2017-07-24,,
RTWAUR7C,7,4,78,Engaging,2017-07-24,,
BUQ655AB,7,1,11,Won,2017-07-24,2017-09-27,4868.0
QDNA6HW3,7,3,56,Won,2017-07-24,2017-08-07,3271.0
QGXJLNK1,5,0,,Engaging,2017-07-24,,
T0VHKKCN,5,1,72,Lost,2017-07-24,2017-07-25,0.0
E3Z74U5K,3,0,,Engaging,2017-07-24,,
7R0TEEHW,3,2,11,Lost,2017-07-24,2017-08-28,0.0
Q3HHDSDS,6,0,,Engaging,2017-07-24,,
0S6OQ9AO,6,5,,Engaging,2017-07-24,,
CA3BRUJO,6,5,44,Won,2017-07-24,2017-07-25,1171.0
7AFBJFP5,33,2,,Engaging,2017-07-24,,
7MP6KLZO,4,0,31,Engaging,2017-07-24,,
2TYZRE2R,4,2,47,Engaging,2017-07-24,,
U5K1Y35J,4,2,37,Won,2017-07-24,2017-07-25,58.0
H2FCUPHJ,8,1,,Engaging,2017-07-24,,
Y7TVU9AY,8,0,67,Lost,2017-07-24,2017-11-06,0.0
ZNZCBGN7,13,1,79,Lost,2017-07-24,2017-07-26,0.0
IT2UBEW4,13,2,83,Won,2017-07-24,2017-07-25,59.0
806KPNNN,2,0,80,Engaging,2017-07-24,,
8Y4LJOJ0,2,5,,Engaging,2017-07-24,,
Z7EBMMAE,2,2,,Engaging,2017-07-24,,
KT4OEP4X,2,2,,Engaging,2017-07-24,,
ODHVHXKS,2,2,,Engaging,2017-07-24,,
SZS2IPM3,2,3,16,Engaging,2017-07-24,,
YY2DWBG5,2,3,58,Engaging,2017-07-24,,
X19CKKZ1,2,2,35,Won,2017-07-24,2017-07-31,50.0
DZOLKFK6,23,4,34,Lost,2017-07-24,2017-11-21,0.0
H5E0GSHQ,11,2,42,Lost,2017-07-24,2017-07-30,0.0
P91SQBST,0,2,13,Engaging,2017-07-25,,
4DLY9ZDH,0,3,13,Engaging,2017-07-25,,
ZNEQXZZK,0,3,17,Engaging,2017-07-25,,
CBPVAIQ7,21,0,52,Lost,2017-07-25,2017-08-03,0.0
JND57DH5,21,2,39,Won,2017-07-25,2017-08-01,48.0
8PUH80YZ,18,0,7,Won,2017-07-25,2017-08-21,511.0
22WVAXR2,18,5,47,Won,2017-07-25,2017-07-29,1311.0
VVO21D4Z,1,0,,Engaging,2017-07-25,,
SXFE42KG,1,3,29,Engaging,2017-07-25,,
MA9SBSLE,1,2,18,Lost,2017-07-25,2017-07-27,0.0
PKRDEUWE,12,0,41,Lost,2017-07-25,2017-08-02,0.0
LJ5FQGLZ,17,4,55,Won,2017-07-25,2017-07-27,6100.0
KMJMLQ4P,17,2,62,Won,2017-07-25,2017-08-01,61.0
APIB681L,9,0,,Engaging,2017-07-25,,
TFSKOBH7,9,0,,Engaging,2017-07-25,,
LUTZ8UQM,9,1,38,Engaging,2017-07-25,,
1QKDD1OI,9,1,38,Engaging,2017-07-25,,
2GFL3TAF,9,1,,Engaging,2017-07-25,,
CUSWE9PB,9,1,,Engaging,2017-07-25,,
XFCKQ7RI,9,3,,Engaging,2017-07-25,,
94E71JAP,9,5,38,Lost,2017-07-25,2017-11-13,0.0
VBVO5X8W,9,1,14,Lost,2017-07-25,2017-08-08,0.0
6UUZ4IJ5,9,0,58,Won,2017-07-25,2017-08-03,528.0
6EXXL6M4,9,0,65,Won,2017-07-25,2017-07-31,581.0
L9BTE2RA,9,4,71,Won,2017-07-25,2017-09-29,5947.0
EVU2E5ZZ,19,3,26,Lost,2017-07-25,2017-08-02,0.0
PQL5GITI,7,0,,Engaging,2017-07-25,,
8AK3KGFA,7,3,,Engaging,2017-07-25,,
PBTSZ2Q2,7,1,38,Lost,2017-07-25,2017-11-05,0.0
7F2DDW3C,25,3,,Engaging,2017-07-25,,
BEDNZXVE,5,0,,Engaging,2017-07-25,,
D28ANNYX,31,0,32,Won,2017-07-25,2017-12-02,508.0
CGFLLZZI,30,2,,Engaging,2017-07-25,,
GZ6SFRAT,3,2,35,Engaging,2017-07-25,,
JH643YRI,3,3,73,Engaging,2017-07-25,,
YCQTM2BQ,3,3,,Engaging,2017-07-25,,
30OFYJUN,3,0,18,Lost,2017-07-25,2017-07-31,0.0
10ICDVM2,3,0,44,Won,2017-07-25,2017-07-30,537.0
KUAZF4E7,26,5,5,Lost,2017-07-25,2017-11-27,0.0
Y3TOQUQI,6,0,83,Engaging,2017-07-25,,
RV5Y8DRY,6,4,,Engaging,2017-07-25,,
HJRM13DI,6,2,72,Engaging,2017-07-25,,
IVANA47K,6,5,8,Won,2017-07-25,2017-07-27,1031.0
G2XP6IGJ,4,0,,Engaging,2017-07-25,,
MLD3WEJC,4,3,76,Engaging,2017-07-25,,
DZP0MNRM,8,5,43,Engaging,2017-07-25,,
OBC504T8,8,5,,Engaging,2017-07-25,,
CMW6IQJI,8,3,21,Engaging,2017-07-25,,
4KP2GEFF,8,5,14,Won,2017-07-25,2017-11-03,1077.0
8ODHXBNE,24,2,,Engaging,2017-07-25,,
VO1YR5CY,2,0,,Engaging,2017-07-25,,
FHPRER2D,2,2,64,Engaging,2017-07-25,,
WOB1ULFR,2,3,18,Won,2017-07-25,2017-11-04,3306.0
7IKDD9UG,11,0,4,Won,2017-07-25,2017-07-26,491.0
UVCHXUIG,0,2,44,Engaging,2017-07-26,,
V02WMIWK,0,2,,Engaging,2017-07-26,,
59SUBXGP,0,2,67,Won,2017-07-26,2017-12-02,53.0
37UCYEDY,18,5,6,Engaging,2017-07-26,,
TFL3C3JS,18,4,36,Won,2017-07-26,2017-09-27,5228.0
EM3NYEYC,1,4,15,Lost,2017-07-26,2017-07-31,0.0
1976N63N,9,5,42,Engaging,2017-07-26,,
7TFHGN6O,9,4,37,Engaging,2017-07-26,,
L6223VHA,9,1,68,Engaging,2017-07-26,,
TJ7PNIXL,9,1,,Engaging,2017-07-26,,
VMBM5EKL,9,1,,Engaging,2017-07-26,,
8TD2LLOF,9,3,,Engaging,2017-07-26,,
KPFV2AAL,9,1,67,Lost,2017-07-26,2017-11-17,0.0
V2JOV5MF,9,1,15,Won,2017-07-26,2017-07-27,4677.0
DEVXF86R,19,5,0,Lost,2017-07-26,2017-09-29,0.0
VA9AGU75,19,1,41,Lost,2017-07-26,2017-09-26,0.0
0MKW8IPC,19,0,77,Won,2017-07-26,2017-07-28,554.0
7RLLNAYC,7,2,,Engaging,2017-07-26,,
BRDB1I76,7,2,,Engaging,2017-07-26,,
EFKPYBI9,7,3,76,Engaging,2017-07-26,,
P8P9MKJL,7,4,14,Won,2017-07-26,2017-09-23,5548.0
S7PY8R2V,7,3,24,Won,2017-07-26,2017-07-28,3809.0
PW9DTZON,29,1,17,Engaging,2017-07-26,,
G0DTQHIC,5,0,,Engaging,2017-07-26,,
75WYC9TY,5,0,28,Lost,2017-07-26,2017-07-30,0.0
FPLXC8Z3,30,4,,Engaging,2017-07-26,,
CEWDZ3ZD,30,2,60,Won,2017-07-26,2017-08-10,53.0
OD895EQM,3,4,,Engaging,2017-07-26,,
KPH05GU8,3,3,70,Engaging,2017-07-26,,
VBB0LCEN,3,3,,Engaging,2017-07-26,,
F56MSU4B,3,3,2,Lost,2017-07-26,2017-07-30,0.0
BR18O9U1,6,5,58,Won,2017-07-26,2017-07-28,1044.0
88CM27UB,33,1,41,Lost,2017-07-26,2017-07-30,0.0
IK7LMFER,4,2,,Engaging,2017-07-26,,
P3K1DVYB,4,3,,Engaging,2017-07-26,,
BB1PRS3T,4,3,,Engaging,2017-07-26,,
WQ5U8PPM,8,5,73,Engaging,2017-07-26,,
Q5GNQ823,23,1,,Engaging,2017-07-26,,
BE0RAJF5,23,1,21,Lost,2017-07-26,2017-08-06,0.0
KO7UWLAU,15,3,77,Won,2017-07-26,2017-07-28,3596.0
T50TV9SO,32,0,,Engaging,2017-07-26,,
4SJGBWQL,32,5,35,Lost,2017-07-26,2017-07-27,0.0
AWFSNZ2U,32,5,63,Won,2017-07-26,2017-12-01,1091.0
S3E48VE0,32,1,53,Won,2017-07-26,2017-09-26,6000.0
N9GIC5PC,0,4,,Engaging,2017-07-27,,
1T5WFCEJ,0,4,,Engaging,2017-07-27,,
1XJFMYCW,0,2,30,Engaging,2017-07-27,,
YYU1J6E1,0,2,,Engaging,2017-07-27,,
SCR1IKLQ,0,4,3,Won,2017-07-27,2017-07-29,5068.0
IF8PILJR,0,2,28,Won,2017-07-27,2017-07-29,46.0
2K52EH11,18,3,74,Lost,2017-07-27,2017-12-12,0.0
KPYCCBQA,1,5,,Engaging,2017-07-27,,
HTY5G7DI,1,3,61,Won,2017-07-27,2017-08-02,3025.0
TX88GTDE,12,5,19,Lost,2017-07-27,2017-07-29,0.0
SSK95WLX,9,5,,Engaging,2017-07-27,,
PQ104BT2,9,1,23,Engaging,2017-07-27,,
GQ7H31ZJ,9,1,24,Engaging,2017-07-27,,
9B7FS6YL,9,1,43,Engaging,2017-07-27,,
M6JT5RL8,9,1,,Engaging,2017-07-27,,
45H84LNT,9,1,,Engaging,2017-07-27,,
E8MIFXOH,9,1,,Engaging,2017-07-27,,
UO8DLVVQ,9,1,,Engaging,2017-07-27,,
R7H0M07R,9,3,,Engaging,2017-07-27,,
JQ5AOYQ8,9,3,,Engaging,2017-07-27,,
2GQH9FKJ,9,1,14,Won,2017-07-27,2017-08-09,4790.0
MW3K8553,9,1,84,Won,2017-07-27,2017-08-23,4861.0
G7RZTAMV,7,4,,Engaging,2017-07-27,,
82K9NWKO,7,3,,Engaging,2017-07-27,,
E41SDK40,7,0,8,Lost,2017-07-27,2017-09-15,0.0
RFXH6VDX,25,5,,Engaging,2017-07-27,,
RDFUGEA2,29,0,35,Won,2017-07-27,2017-09-15,586.0
64KHY8MT,5,0,,Engaging,2017-07-27,,
5PWO4RPC,5,0,,Engaging,2017-07-27,,
PU62ZGX4,5,5,63,Engaging,2017-07-27,,
EVDKJDY3,5,5,,Engaging,2017-07-27,,
I8TEUO2C,31,0,60,Won,2017-07-27,2017-08-10,514.0
BY1TB6D2,26,1,43,Won,2017-07-27,2017-07-28,4209.0
WX546S1D,6,0,,Engaging,2017-07-27,,
S2Y2Q1D2,6,5,63,Engaging,2017-07-27,,
PYRLUYIQ,6,5,78,Engaging,2017-07-27,,
2AMVTZLM,6,2,27,Lost,2017-07-27,2017-08-01,0.0
8IOAX81S,6,5,15,Won,2017-07-27,2017-08-07,965.0
EN8JHUXA,4,0,,Engaging,2017-07-27,,
I3IRJZRL,8,0,,Engaging,2017-07-27,,
51H02FX1,8,2,,Engaging,2017-07-27,,
